lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
931,268,dfir,2,Wireshark for SOC Analysts,SEC450 Section 2,"Wireshark fundamentals, display filters, protocol analysis, capture filters, pcap analysis workflow, troubleshooting","[""Network Visibility and Traffic Analysis""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: DFIR Specialist",SEC450 S2 - Wireshark skills
932,95,blue_team,2,Advanced SIEM for Threat Detection,SEC450 Section 3,"Advanced SIEM queries, correlation rules, threat hunting with SIEM, building visualizations, dashboards, analytics","[""SOC Data Sources and SIEM""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S3 - Advanced SIEM
933,96,blue_team,2,Windows and Linux Logging for Detection,SEC450 Section 3,"Windows Event Logs, Sysmon, Linux logging (syslog, auditd), key log sources, logging configuration, log enrichment","[""SOC Data Sources and SIEM""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S3 - OS logging
934,97,blue_team,2,Key Log Events for Threat Detection,SEC450 Section 3,"Critical event IDs, log interpretation, attack indicators, authentication logs, process creation, lateral movement logs","[""Windows and Linux Logging for Detection""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S3 - Key events
935,60,cloud,2,Cloud Logging for SOC Analysts,SEC450 Section 3,"Cloud logging (AWS CloudTrail, Azure Monitor, GCP Cloud Logging), cloud attack detection, cloud log analysis","[""SOC Data Sources and SIEM""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Cloud Security",SEC450 S3 - Cloud logs
936,98,blue_team,2,Malware Analysis Fundamentals for SOC,SEC450 Section 3,"Suspicious file triage, static analysis, malware sandboxes, behavioral analysis, file analysis workflow","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Malware Analyst",SEC450 S3 - File analysis
937,99,blue_team,2,Reverse Engineering Common Malware File Types,SEC450 Section 3,"Office macros, PowerShell scripts, JavaScript, reverse engineering basics, deobfuscation, file format analysis","[""Malware Analysis Fundamentals for SOC""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Malware Analyst",SEC450 S3 - Malware RE basics
938,100,blue_team,2,Phishing Prevention and Detection,SEC450 Section 4,"Phishing techniques, email security, phishing detection, user training, technical controls, phishing analysis","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S4 - Phishing defense
939,101,blue_team,2,Investigating Phishing: Headers and Spoofing,SEC450 Section 4,"Email header analysis, spoofing detection, SPF/DKIM/DMARC, email authentication, phishing investigation techniques","[""Phishing Prevention and Detection""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: DFIR Specialist",SEC450 S4 - Email forensics
940,102,blue_team,2,Analyzing Malicious Email Attachments,SEC450 Section 4,"Modern attachment threats, macro analysis, malicious documents, attachment sandboxing, file detonation","[""Investigating Phishing: Headers and Spoofing""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Malware Analyst",SEC450 S4 - Malicious attachments
941,103,blue_team,2,Alert Triage and Prioritization,SEC450 Section 4,"Triage process, alert prioritization, severity assessment, CVSS, risk-based triage, queue management","[""Foundations of Security Operations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S4 - Alert triage
942,104,blue_team,2,Structured Analysis Techniques for Investigations,SEC450 Section 4,"Structured analysis, analytical frameworks, hypothesis testing, avoiding cognitive bias, investigation methodology","[""Alert Triage and Prioritization""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S4 - Analytical rigor
943,105,blue_team,3,Detection Engineering Fundamentals,SEC450 Section 5,"Detection engineering, creating detections, testing detections, detection lifecycle, coverage assessment","[""Advanced SIEM for Threat Detection""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S5 - Detection engineering
944,106,blue_team,2,File-Based Detection with YARA-X,SEC450 Section 5,"YARA rules, YARA-X, file-based detection, signature creation, pattern matching, malware hunting","[""Detection Engineering Fundamentals""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Malware Analyst",SEC450 S5 - YARA detection
945,107,blue_team,2,Log-Based Detection with Sigma,SEC450 Section 5,"Sigma rules, log-based detection, SIEM-agnostic rules, Sigma syntax, community rules, rule development","[""Detection Engineering Fundamentals""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Threat Hunter",SEC450 S5 - Sigma rules
946,108,blue_team,2,Alert Tuning and False Positive Reduction,SEC450 Section 5,"Alert tuning, false positive analysis, baselining, detection refinement, noise reduction, tuning strategies","[""Detection Engineering Fundamentals""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S5 - Alert tuning
947,109,blue_team,2,SOC Automation and Orchestration,SEC450 Section 5,"SOAR platforms, automation playbooks, orchestration workflows, response automation, integrating tools","[""Case Management Systems and Playbooks""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: Blue Teamer",SEC450 S5 - Automation
948,110,blue_team,2,Integrating GenAI into SOC Automation,SEC450 Section 5,"AI automation, LLM-powered SOAR, intelligent response, GenAI workflows, AI-assisted orchestration","[""SOC Automation and Orchestration"", ""AI-Powered SOC: LLMs for Investigation and Coding""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst, Career Path: AI Security",SEC450 S5 - AI automation
949,111,blue_team,2,Investigation Quality and Burnout Prevention,SEC450 Section 5,"Investigation quality, incident documentation, burnout prevention, analyst wellness, team sustainability, career growth","[""Structured Analysis Techniques for Investigations""]",idea,"Course: SANS-SEC450, Career Path: SOC Analyst",SEC450 S5 - Sustainability
950,90,pentest,2,Psychology of Social Engineering,SEC467 Section 1,"Psychological principles, influence tactics, persuasion techniques, cognitive biases, human vulnerabilities",[],idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S1 - Psychology fundamentals
951,41,osint,2,Social Engineering Targeting and Reconnaissance,SEC467 Section 1,"Target profiling, OSINT for social engineering, information gathering, recon techniques, victim selection","[""Psychology of Social Engineering""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: OSINT",SEC467 S1 - Recon and profiling
952,91,pentest,2,Secure and Convincing Phishing Campaigns,SEC467 Section 1,"Phishing methodology, convincing pretext creation, email crafting, domain setup, secure infrastructure, OpSec","[""Social Engineering Targeting and Reconnaissance""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S1 - Phishing campaigns
953,92,pentest,2,Phishing Click Tracking and Analytics,SEC467 Section 1,"Click tracking, campaign metrics, tracking pixels, analytics, measuring success, data collection","[""Secure and Convincing Phishing Campaigns""]",idea,"Course: SANS-SEC467, Career Path: Pentester",SEC467 S1 - Tracking clicks
954,93,pentest,2,Social Engineering Toolkit (SET) and Site Cloning,SEC467 Section 1,"SET framework, site cloning, credential harvesting, fake login pages, cloning techniques","[""Secure and Convincing Phishing Campaigns""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S1 - SET and cloning
955,94,pentest,2,Secure Phishing Forms and Data Logging,SEC467 Section 1,"Form creation, secure data collection, credential logging, data handling, phishing infrastructure","[""Social Engineering Toolkit (SET) and Site Cloning""]",idea,"Course: SANS-SEC467, Career Path: Pentester",SEC467 S1 - Data logging
956,95,pentest,2,USB and Media Drop Attacks,SEC467 Section 2,"USB attacks, malicious USB creation, media drop campaigns, BadUSB, rubber ducky, physical drops","[""Psychology of Social Engineering""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S2 - USB attacks
957,38,red_team,2,Building PowerShell Payloads,SEC467 Section 2,"PowerShell payloads, obfuscation, evasion techniques, payload delivery, encoded commands","[""USB and Media Drop Attacks""]",idea,"Course: SANS-SEC467, Career Path: Red Teamer, Career Path: Pentester",SEC467 S2 - PowerShell payloads
958,39,red_team,2,Custom Payload Development,SEC467 Section 2,"Payload creation, custom malware, payload obfuscation, evasion, AV bypass, payload delivery mechanisms","[""Building PowerShell Payloads""]",idea,"Course: SANS-SEC467, Career Path: Red Teamer, Career Path: Pentester",SEC467 S2 - Roll your own payload
959,96,pentest,2,Weaponized Document Creation,SEC467 Section 2,"Malicious documents, macro payloads, document weaponization, pretty payloads, template injection","[""Custom Payload Development""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S2 - Pretty payloads
960,97,pentest,2,Successful Pretexting Techniques,SEC467 Section 2,"Pretexting methodology, building pretexts, impersonation, vishing, phone-based attacks, pretext scenarios","[""Psychology of Social Engineering""]",idea,"Course: SANS-SEC467, Career Path: Pentester",SEC467 S2 - Pretexting
961,98,pentest,2,Physical Security: Tailgating and Access,SEC467 Section 2,"Tailgating, physical access testing, badge cloning, lock picking basics, physical security testing","[""Successful Pretexting Techniques""]",idea,"Course: SANS-SEC467, Career Path: Pentester, Career Path: Red Teamer",SEC467 S2 - Physical access
962,43,fundamentals,2,Social Engineering Ethics and ROE,SEC467 All Sections,"Ethical considerations, rules of engagement, scope definition, legal boundaries, responsible testing","[""Psychology of Social Engineering""]",idea,"Course: SANS-SEC467, Career Path: Pentester",SEC467 - Ethics and legal
963,99,pentest,2,Social Engineering Assessment Reporting,SEC467 Section 2,"Report writing, metrics, success measurement, recommendations, user awareness findings, executive summaries","[""Secure and Convincing Phishing Campaigns""]",idea,"Course: SANS-SEC467, Career Path: Pentester",SEC467 S2 - Reporting
964,42,osint,2,The OSINT Process and Methodology,SEC497 Section 1,"OSINT lifecycle, intelligence cycle, collection planning, processing, analysis, dissemination, feedback",[],idea,"Course: SANS-SEC497, Career Path: OSINT, Career Path: Threat Hunter",SEC497 S1 - OSINT fundamentals
965,43,osint,2,OPSEC for OSINT Investigators,SEC497 Section 1,"Operational security, attribution management, sock puppet accounts, OPSEC principles, investigator safety","[""The OSINT Process and Methodology""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S1 - OPSEC
966,44,osint,2,Canary Tokens for OSINT,SEC497 Section 1,"Canary tokens, tracking, tripwires, detection mechanisms, honeytokens, defensive OSINT","[""OPSEC for OSINT Investigators""]",idea,"Course: SANS-SEC497, Career Path: OSINT, Career Path: Blue Teamer",SEC497 S1 - Canary tokens
967,45,osint,2,OSINT Tools: Hunchly and Obsidian,SEC497 Section 1,"Hunchly web capture, Obsidian note-taking, evidence preservation, investigation documentation, tool workflow","[""The OSINT Process and Methodology""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S1 - Investigation tools
968,46,osint,2,OSINT Note Taking and Report Writing,SEC497 Section 1,"Effective note-taking, report structure, professional reporting, intelligence products, communication","[""OSINT Tools: Hunchly and Obsidian""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S1 - Documentation
969,47,osint,2,OSINT Link Collections and Bookmarks,SEC497 Section 2,"OSINT resource management, bookmark organization, curated link lists, resource discovery, tool catalogs","[""The OSINT Process and Methodology""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S2 - Resource management
970,48,osint,2,Web Data Collection and Processing,SEC497 Section 2,"Web scraping, Instant Data Scraper, automated collection, data extraction, processing techniques","[""The OSINT Process and Methodology""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S2 - Data scraping
971,49,osint,2,Metadata Analysis for OSINT,SEC497 Section 2,"Metadata extraction, EXIF data, document metadata, file properties, metadata tools, privacy implications","[""The OSINT Process and Methodology""]",idea,"Course: SANS-SEC497, Career Path: OSINT, Career Path: DFIR Specialist",SEC497 S2 - Metadata
972,50,osint,2,Geolocation and Mapping,SEC497 Section 2,"Geolocation techniques, mapping tools, GPS coordinates, location analysis, visual geolocation","[""Metadata Analysis for OSINT""]",idea,"Course: SANS-SEC497, Career Path: OSINT",SEC497 S2 - Geolocation
